Row,FP1,Fpz,FP2,Af3,af4,f7,f5,f3,f1,fz,f2,f4,f6,f8,fc5,fc3,fc1,fcz,fc2,fc4,fc6
032617_2f_14y_WLNSF,1.74905910282006,1.72302633313341,0.952794849869175,0.769908718026102,-0.0257051979319731,0.482761381840449,0.668735752955871,1.3701877808175,1.6928372170416,1.07165573983698,0.46198797665639,0.882879155575706,-0.577456022855348,-0.607418388423824,1.45455989607584,1.4649140159588,1.39127578380668,0.399245898004006,0.479031792269536,0.865731136438877,0.606546474311024
040217_1f_14y_WLNSF,0.41783833019066,0.0544028569663279,-0.0465394150383316,0.82391031763867,0.171980857078802,0.62854162142258,0.268799468765638,0.130318197732426,-0.936057567819526,0.317661587905546,-0.120439668902535,-0.026709133626796,0.0345625637287444,0.0351123366320486,0.663839729680217,-0.895948765982546,-0.686829754407332,-0.111134597471318,-0.135272351659972,-0.165294535354251,-0.433305396778365
060416_4f_14y_WLNSF,1.85701921035152,2.27559040376251,2.53277682285046,2.08190596146429,2.59239829835392,0.141077828209075,0.310417603636984,2.1288995230795,2.2023909254745,2.53393987239094,2.66516040755442,2.53191276154616,2.23503407319796,1.97693160107175,0.18730087497442,0.275625321429693,0.834776603637405,2.33238523523482,2.38787600846667,2.03935237696265,1.63492385688932
061418_1f_14y_WLNSF,0.758406181161878,1.01464410662521,0.891878984851657,0.635920097550442,0.947498099963276,0.401143335570239,0.125044539345642,0.256143204806663,0.297600556336875,0.766264914820788,0.791891673121106,0.514721188227248,0.307389789611705,0.303819146299934,0.62384678938603,0.459202316500779,0.711989771915071,0.621101750403691,0.631554798021545,0.131536053731949,-0.363626116183164
062817_3m_14y_WLNSF,-0.751829352671913,-0.875807044637625,-0.814527593097824,-0.218354199606233,-0.559903472629585,0.593388560672092,0.68837169098127,-0.0620026518679514,-0.299289461850944,-0.385934651122393,-0.228800401075852,0.157307530997194,0.633709898159316,0.738588610471203,1.27309130466236,2.09640848166349,0.53947660057081,-0.434458062970505,-0.0687289862422893,-0.0284293864139067,0.487529746284456
070718_1f_14y_WLNSF,0.519121588032045,0.336078764305877,0.602442774991755,0.374126813585206,0.61600716484572,0.385793758320297,0.611478704252599,0.653219955266404,0.310842278867028,-0.104426325642084,0.517768935361942,0.618592149125616,0.736313539879254,0.988000574721705,0.881291049692574,0.764526244789903,0.791246868738503,-0.183089507958599,0.658839717674117,0.855165882865755,1.06480586544123
070817_3m_14y_WLNSF,1.56263960777011,1.11744532187646,0.690571626729602,0.828663693576157,-0.386124420241189,1.42045681773969,1.79208049019306,1.00996055662295,0.229830175774729,0.224335965306542,-0.479936142033264,-0.479898913103274,-0.652100760789857,0.586914849659013,1.06071389298025,0.840361924838056,0.339895720983099,-0.205451039611087,-0.38442484338436,-0.245039043528372,-0.129836145745317
071218_1m_14y_WLNSF,-0.317079721164342,0.101117939837078,0.14406011764079,-0.598090782063442,0.377609534939238,-0.520210990087297,-0.298169496620319,-0.133688121682825,-0.300416085010144,-0.226021960449803,0.116618669795965,0.712943160529172,0.330239490369345,0.34096803693787,0.993569537923369,1.44972677170468,-0.18708144188344,-0.241873054020125,-0.214659370913315,0.177349335483471,-1.92753831713695
071316_3m_14y_WLNSF,0.903101708032343,0.0781447820494165,-0.709863716839307,0.504462409719988,-0.74269755871437,1.20754967852988,1.38545784337697,1.09397195932538,0.627850145136648,0.075568610221546,-0.459957283292524,-0.923551338930719,-0.850405244208047,-1.14009576892033,0.230886797311654,-0.424877789210634,0.27530348989358,0.287181721578393,-0.534262507689576,-0.431869097485065,-0.694268206343525
071416_2f_14y_WLNSF,0.586826955594575,0.965825805460397,0.602938787292598,1.60854354972347,1.47131617468353,-0.560365403765771,-0.10297320637397,0.722391279873377,1.11541559206216,1.35109129649329,0.150414376850798,-0.120378351778841,-0.347626624977639,-0.578925182641299,0.747293928904566,0.962736730808287,0.616388476408057,0.283972846612155,-0.0150004409414309,-1.96444701962471,-0.317274585936577
071918_2m_14y_WLNSF,0.246086203162504,0.534990066379018,0.773097876107736,-0.359167034082018,1.83648075612794,0.230202221903905,0.30708276012559,0.53928955281195,0.886377348160538,3.00504282606421,2.94199123907858,2.81383430611959,1.33366228728746,1.21727348133401,1.01844854755255,1.95759210118565,0.985359793274684,2.63689069418399,2.81152940031154,3.11362361660751,1.05148984261211
072017_3m_14y_WLNSF,0.772587879914596,0.586440768274732,0.684660165861252,0.349146854782969,0.859311875089046,-0.964376657839825,0.171687052875839,-0.368019158591506,-0.0360415528036312,0.27532313608581,0.422469245848269,-0.00418644312846104,-0.546230914828303,0.328897037256061,0.337851252789654,0.705508393274045,-0.0141123396364867,-0.434550345184546,-0.494858050280381,-0.322391374672618,0.38764121999318
072018_1m_14y_WLNSF,1.08181779801085,1.29750420248927,0.177813301111511,0.637612112796727,0.836872196189183,1.8743206254508,1.19030489700292,-0.797203509933739,1.16740488466101,0.884462461217697,0.776937801766329,1.09368051740723,1.06727606978721,0.914570209866329,-0.220564103568472,0.0182378220406853,0.263566297665578,0.433769014387981,0.41237629472205,0.879765541227775,0.501042396672431
072316_1f_14y_WLNSF,1.46838469901872,2.09109262618463,1.87939786129684,1.5503056746314,1.7760732147193,1.07148724109621,1.31222577529199,1.2459097457309,1.19116082051855,0.913088445219102,1.46719713008938,0.552763350846253,1.02357438374368,0.43143600893058,1.237690818288,1.25989048345036,1.17520710868123,0.605588427258694,0.160003809787715,0.459704201878129,0.0806399648509628
073016_3f_14y_WLNSF,0.787746264522816,1.06787685490182,1.24625033217487,1.01652170710436,0.999588444596506,0.638644371974042,0.785249506816913,1.18463743832336,1.08125222812739,0.60761541899735,0.371148324664797,0.29446801693619,0.385699408440692,-0.043673884476069,0.918513005335337,1.08590954590892,0.888375013897989,0.291185765028105,0.383829863484031,0.614411942780664,-0.133865214702144
080417_1m_14y_WLNSF,-1.12667453954554,-0.967412930323496,-1.03441914131783,-0.560398265019536,-0.740377725633663,-0.573650761712796,-0.503590634265789,-0.899484346226044,-0.342976717421557,-0.505392418742609,-0.335027604604544,-0.322437987012414,-0.281205881907948,-0.441426210750138,0.226076010582161,0.885596473591531,-0.0713740785195105,-0.657141330318386,-0.321845946504281,-0.661164608460423,-0.900590402285376
080916_1m_14y_WLNSF,0.987892729827546,1.06105325660076,1.3074167749233,0.528846491677765,1.44993674222004,0.457563436121842,-0.223630277343445,-0.386728204066954,0.256178776605653,1.00623715521898,1.14468905156788,1.30447665921404,0.595430125835643,0.258515296345736,0.217717028782767,0.132909496476451,0.0924782691152648,0.979530762249872,0.541539053259165,-0.262362705113139,-0.806134217794927
101616_1f_14y_WLNSF,0.418778079628236,1.12972473903334,1.9861100585783,1.11841412717376,1.51777913927166,0.440525717191877,0.887306363038959,1.3747603911754,1.46754477525549,1.62231753449071,1.64531908427884,1.38079458053556,1.44207042246743,1.3162761938165,0.724828050581321,1.17099084584632,1.17352700964665,-0.00410390087471841,1.64361254620639,1.12055258446122,1.07397699607076
102216_1f_14y_WLNSF,1.21290126375026,1.50914083977469,1.3326680084956,0.200242016467433,0.939436095418766,-0.189661114675299,-0.0380923252305879,0.146481466999142,0.511384244467638,0.30391812249873,0.421642234340638,0.478644225124122,-0.0168658685746609,-0.171517068437819,-0.201130994022456,-0.0707674418108474,0.310580013694,0.316224592130649,-0.0237817150436004,0.0676203169825708,-0.0586350637474213
102316_1f_14y_WLNSF,-0.869021778642097,-0.82475085876014,-0.255813367070468,-0.190163428205293,-0.0140234000828728,0.107512202606024,0.0798817725687393,0.0266047449005419,-0.278409065937785,-0.465472197408407,-0.0119582047144811,0.156712703930829,0.279103671269176,0.262256854895841,0.219086840887534,0.0815812811466509,0.00691552172929362,-0.586049343251185,0.285697569941871,0.603714550466002,0.424435270458422
102916_1m_14y_WLNSF,-0.180703245715506,-0.345751043917768,-0.676466961454653,0.294650969575597,-0.197945007254473,-0.629916559823603,0.147288025672687,0.0798769734516747,-0.404108102022221,-0.117408946512447,0.055753933834353,-0.334141027821225,-0.616389943748832,-0.49015898087545,-0.667878920190056,-0.566388792792648,-0.670065646841379,-0.530846446039594,-0.835308987496032,-0.719877833669354,-0.781095482120004
113016_1m_14y_WLNSF,0.00811222822967763,-0.43618422226965,-0.708224062963515,0.082329128721933,-0.672600754869183,0.533719399023633,0.337187458333305,0.330221693027329,0.165709337387102,-0.175015893452529,-0.397886542616287,-0.182450287908232,-0.28336267727213,0.014828941889699,0.50462997072628,0.681146903696214,0.660301258241443,0.372807648993988,-0.0548768723823531,-0.0120339887359122,-0.126369204880265
