012818_2m_8y_WLNSF,021918_2m_8y_WLNSF,030418_2m_15y_WLNSF,031117_1f_9y_WLNSF,041417_1f,041617_2f,041817_1f,041917_1f,041917_2f,042215_1f,042317_1f,042317_2f,042517_1m,042715_1f,042915_1f,042915_2f,060416_1m_9y_WLNSF,060416_3f_13y_WLNSF,060416_4f_14y_WLNSF,060917_1m_10y_WLNSF,061117_1f_10y_WLNSF,061616_2m_9y_WLNSF,062217_2m_13y_WLNSF,062516_1f_9y_WLNSF,062616_1f_10y_WLNSF,062816_2f_9y_WLNSF,062817_3m_14y_WLNSF,062916_1f_14y_WLNSF,070216_1m_13y_WLNSF,070216_2m_15y_WLNSF,070218_1f_8y_WLNSF,070516_1f_10y_WLNSF,070517_1m_9y_WLNSF,070716_3m_9y_WLNSF,070718_1f_14y_WLNSF,071016_1f_8y_WLNSF,071016_3f_8y_WLNSF,071216_1f_14y_WLNSF,071316_1m_13y_WLNSF,071316_3m_14y_WLNSF,071318_1f_9y_WLNSF,071416_1f_13y_WLNSF,071416_2f_14y_WLNSF,071416_3m_10y_WLNSF,071516_1f_10y_WLNSF,071616_2f_9y_WLNSF,071618_1m_9y_WLNSF,071716_1m_9y_WLNSF,071718_1f_13y_WLNSF,071916_1m_8y_WLNSF,072016_1f_15y_WLNSF,072017_2f_10y_WLNSF,072017_3m_14y_WLNSF,072018_1m_14y_WLNSF,072116_1f_9y_WLNSF,072117_2f_9y_WLNSF,072118_2m_13y_WLNSF,072316_1f_14y_WLNSF,072317_2m_9y_WLNSF,072318_2m_9y_WLNSF,072416_1m_8y_WLNSF,072617_1f_10y_WLNSF,072617_2f_13y_WLNSF,072617_3f_8y_WLNSF,072718_2m_9y_WLNSF,072916_2f_15y_WLNSF,073016_1f_9y_WLNSF,073016_3f_14y_WLNSF,073017_1f_8y_WLNSF,073116_1m_10y_WLNSF,080117_1f_10y_WLNSF,080216_1m_8y_WLNSF,080216_2m_8y_WLNSF,080316_1f_8y_WLNSF,080316_2m_10y_WLNSF,080317_1f_9y_WLNSF,080417_1m_14y_WLNSF,080417_3f_8y_WLNSF,080617_1m_10y_WLNSF,080916_1m_14y_WLNSF,080917_1f_8y_WLNSF,080917_2f_9y_WLNSF,081017_3m_8y_WLNSF,081017_4m_8y_WLNSF,081117_1m_9y_WLNSF,081117_2f_10y_WLNSF,081617_3f_10y_WLNSF,081917_2m_10y_WLNSF,082217_1m_13y_WLNSF,082217_2f_10y_WLNSF,082417_1f_13y_WLNSF,082417_3f_15y_WLNSF,082617_2f_9y_WLNSF,082917_1f_10y_WLNSF,091115_1f,091515_1f,091615_1f,091816_2f_8y_WLNSF,092315_1f,092915_1f,093015_1f,093015_2m,100717_1m_15y_WLNSF,101315_1f,102315_1m,110615_1f,111017_1m_9y_WLNSF,111715_1m,111815_1f,112015_1m,113016_1m_14y_WLNSF,120117_1f_13y_WLNSF,120416_2f_10y_WLNSF
-0.080166,-0.062491,-0.327,-0.033142,-0.38638,-0.17428,-0.031568,-0.074915,-0.076051,-0.056979,-0.075145,-0.051577,-0.15566,-0.077749,-0.061215,-0.072156,-0.061634,-0.10355,-0.051535,-0.030566,-0.071791,-0.047385,-0.55566,-0.34706,-0.16639
