Row,FP1,Fpz,FP2,Af3,af4,f7,f5,f3,f1,fz,f2,f4,f6,f8,fc5,fc3,fc1,fcz,fc2,fc4,fc6
032517_1m_9y_WLNSF,0.547391311426278,0.545962077862665,0.837687881099084,1.07247460213215,1.23963905178036,-0.0467902025081839,0.299835727220422,0.89267041635861,1.3285521213621,1.37472415068554,1.34573510317866,1.35725595733705,1.01957716747487,0.22532112529769,-0.0594670218944616,0.608628857975195,1.37210933237285,1.56710095386004,1.43608979116979,1.33073324460751,0.565717875920299
042917_2f_9y_WLNSF,0.36638782020354,1.08292506495598,1.478130564388,0.28364895893651,1.13127351999984,-0.997094511106314,-0.147512699054816,0.306498824016052,1.25881585504474,0.491168119204958,0.540925295102351,0.792440888568521,0.524616273470567,-0.18632597164979,-0.261688662980032,0.407665499572915,1.41708215178575,-0.412500099160728,0.106617732427126,0.295580792399382,0.326825835102924
060818_1m_8y_WLNSF,0.502824694018083,-0.768915248452562,-1.97241042592092,1.14682474374685,0.282945336309365,-0.0341806314195843,1.77858912252934,2.15731808850946,1.4275547473372,0.271770984212033,-0.339450995798164,-0.397245521612546,1.28660070653069,0.997833876434947,0.650437411348053,0.392870496637063,-0.158046797673546,-0.4307659305937,-0.814101282682154,-0.275952735458995,1.12021609968259
061517_1f_8y_WLNSF,1.00555598259344,0.224157828301742,-0.0166332389765665,0.403864885236902,-0.218468798866862,1.30784973270862,0.960658524983708,0.544474508339299,0.987268544856145,0.861550633048929,0.205922314354475,0.101878148961192,0.0902969197802207,0.463710827140945,1.09454802686808,1.25877326566574,1.75229053247762,2.06916271105243,2.16700261593049,1.95913030617292,1.11254670754961
061816_1m_8y_WLNSF,0.336075026717943,0.2516383734487,0.086542890535672,1.20431001369919,1.78761001849548,1.41916259632809,2.21357182012186,2.06791923442832,2.59114179042986,2.48927586072488,2.40672641653369,2.31809477211434,2.4414870132382,1.82118625036191,3.07965290049039,2.54461733131085,2.48071892489866,2.77512755357608,2.33621305829023,1.68396097533368,1.6881663032983
071718_2m_8y_WLNSF,1.12731806874244,1.39116164357751,1.40295421571181,0.605580796450311,0.901477390082433,-0.147476413793242,-0.356944499519726,-0.0862810691415646,1.05118104578482,0.565286946146775,0.256133198220659,0.649828062976078,0.959756179339284,0.54883261957596,0.623736426704575,0.741583824155932,1.22633750325142,0.95048682474697,0.756883844638937,1.94935152681944,1.83621124581565
031318_1m_12y_WLNSF,0.735503829091136,1.41380186452835,1.27138870942283,0.954899252589032,1.90450631946282,0.87826025533184,1.21640438403188,1.36478943433468,1.9413547114531,1.83527074953082,1.80966960633201,1.90700950255045,1.4514579263216,0.945297358233786,1.0102569546276,1.67945441791769,1.97266917478974,1.79109048520978,1.88993374703897,1.71053793979362,0.828242040921789
031318_2f_12y_WLNSF,0.525938133421041,0.311196754438945,0.824882097247193,0.544849104595581,1.0105046156697,0.331860434256651,0.228663899681788,0.349216077523537,0.418747389844097,0.484212576610874,0.789399205059635,1.23375708640309,0.382475815722254,0.358307301161621,0.0989883759893119,-1.01645562667857,0.224452137435771,-0.133612494686564,1.1382422199538,1.12083366950497,1.16434571681857
032418_1m_10y_WLNSF,2.94308408873031,3.16478138510236,3.37129013626486,4.01099456179097,2.37337766563552,3.328706523845,0.342615308093358,3.70704256999907,3.58053456093156,3.56665468882608,4.04989552627729,2.78661873131167,4.18647530953845,2.69884723554131,-1.22794171923076,-1.53165239967196,3.88399118742189,2.58098632871069,3.12666082132717,3.28324820963239,1.54875951495528
032518_1f_10y_WLNSF,-0.385252067281509,1.35849040786664,1.25871670032131,0.0147763465321385,1.15351214941234,-0.126797876751949,0.117843362051332,0.280393718663284,0.658478083450482,0.200409829986076,0.923149326035059,0.906326103627361,0.956212917247054,0.849792164678602,0.768881656201821,0.932923137260045,1.10259450539943,0.266503051191237,0.575295617909702,0.554176725298139,0.352736465463188
033118_1m_9y_WLNSF,0.331603973494571,-0.172781101831354,-0.496483280205029,0.8602718182621,-0.311103950831198,0.452487070801538,0.473201445261776,-0.171604025397576,-0.287421913736567,0.307430123850613,0.635343967744159,0.348819496008525,-0.46815991311109,-0.530678352842374,0.241104190233852,0.494009531258786,0.880666938201214,0.42763961563899,0.551042853227989,1.73441439510664,0.628738218290798
040817_1f_10y_WLNSF,1.12714057597891,2.41931958335306,1.69664094703349,1.6992589141439,2.23245127504911,1.20222130114049,1.70495673830898,1.78405655768033,2.18384060477777,2.43502088477763,2.40149732029901,2.4692658859594,2.40114806314011,1.72857803576197,1.84531114257331,1.93645844086228,1.61736354059114,1.14990928399327,2.04267455373022,2.43600295972325,2.40123436163876
